gram_count,document_count,Average_freq,z_score,mahalanobis
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
6,2,3.0,2.257614901684642,2.4196277426821817
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
4,2,2.0,1.2537913006604469,1.5985291199087266
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
4,2,2.0,1.2537913006604469,1.5985291199087266
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
6,2,3.0,2.257614901684642,2.4196277426821817
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
6,2,3.0,2.257614901684642,2.4196277426821817
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
4,2,2.0,1.2537913006604469,1.5985291199087266
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
3,2,1.5,0.7518795001483494,1.4005749448952969
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
6,2,3.0,2.257614901684642,2.4196277426821817
6,2,3.0,2.257614901684642,2.4196277426821817
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
4,2,2.0,1.2537913006604469,1.5985291199087266
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
4,2,2.0,1.2537913006604469,1.5985291199087266
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
3,2,1.5,0.7518795001483494,1.4005749448952969
4,2,2.0,1.2537913006604469,1.5985291199087266
4,2,2.0,1.2537913006604469,1.5985291199087266
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
6,2,3.0,2.257614901684642,2.4196277426821817
4,2,2.0,1.2537913006604469,1.5985291199087266
2,2,1.0,0.24996769963625182,1.4394104974060236
4,2,2.0,1.2537913006604469,1.5985291199087266
6,2,3.0,2.257614901684642,2.4196277426821817
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
6,2,3.0,2.257614901684642,2.4196277426821817
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
6,2,3.0,2.257614901684642,2.4196277426821817
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
4,2,2.0,1.2537913006604469,1.5985291199087266
4,2,2.0,1.2537913006604469,1.5985291199087266
4,2,2.0,1.2537913006604469,1.5985291199087266
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
4,2,2.0,1.2537913006604469,1.5985291199087266
4,2,2.0,1.2537913006604469,1.5985291199087266
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
2,2,1.0,0.24996769963625182,1.4394104974060236
4,2,2.0,1.2537913006604469,1.5985291199087266
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
1,1,1.0,-0.25194410087584573,0.5426873126033201
1,1,1.0,-0.25194410087584573,0.5426873126033201
3,2,1.5,0.7518795001483494,1.4005749448952969
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
2,2,1.0,0.24996769963625182,1.4394104974060236
4,2,2.0,1.2537913006604469,1.5985291199087266
